Meldungen,Saison,Erkrankung,Altersgruppe,Region,Kalenderwoche,Inzidenz
4040,2023/24,ARE,35-59,Bundesweit,2023-W43,7622
2382,2023/24,ARE,60+,Bundesweit,2023-W43,5525
2607,2023/24,ARE,00+,Sueden,2023-W43,8996
3265,2023/24,ARE,00+,Mitte (West),2023-W43,7514
1710,2023/24,ARE,00+,Norden (West),2023-W43,8409
1714,2023/24,ARE,00+,Osten,2023-W43,7771
7632,2023/24,ARE,15+,Bundesweit,2023-W43,7607
9296,2023/24,ARE,00+,Bundesweit,2023-W43,8142
1664,2023/24,ARE,0-14,Bundesweit,2023-W43,11467
355,2023/24,ILI,0-4,Bundesweit,2023-W43,2729
1309,2023/24,ILI,5-14,Bundesweit,2023-W43,2488
1210,2023/24,ILI,15-34,Bundesweit,2023-W43,1569
4040,2023/24,ILI,35-59,Bundesweit,2023-W43,1647
2382,2023/24,ILI,60+,Bundesweit,2023-W43,1373
2607,2023/24,ILI,00+,Sueden,2023-W43,1683
3265,2023/24,ILI,00+,Mitte (West),2023-W43,1597
1710,2023/24,ILI,00+,Norden (West),2023-W43,1848
1714,2023/24,ILI,00+,Osten,2023-W43,1636
7632,2023/24,ILI,15+,Bundesweit,2023-W43,1532
9296,2023/24,ILI,00+,Bundesweit,2023-W43,1675
1664,2023/24,ILI,0-14,Bundesweit,2023-W43,2564
361,2023/24,ARE,0-4,Bundesweit,2023-W44,13645
1307,2023/24,ARE,5-14,Bundesweit,2023-W44,8960
1219,2023/24,ARE,15-34,Bundesweit,2023-W44,8363
4065,2023/24,ARE,35-59,Bundesweit,2023-W44,7226
2389,2023/24,ARE,60+,Bundesweit,2023-W44,5729
2595,2023/24,ARE,00+,Sueden,2023-W44,7564
3269,2023/24,ARE,00+,Mitte (West),2023-W44,7530
1752,2023/24,ARE,00+,Norden (West),2023-W44,7040
1725,2023/24,ARE,00+,Osten,2023-W44,7800
7673,2023/24,ARE,15+,Bundesweit,2023-W44,7018
9341,2023/24,ARE,00+,Bundesweit,2023-W44,7497
1668,2023/24,ARE,0-14,Bundesweit,2023-W44,10465
361,2023/24,ILI,0-4,Bundesweit,2023-W44,3033
1307,2023/24,ILI,5-14,Bundesweit,2023-W44,2371
1219,2023/24,ILI,15-34,Bundesweit,2023-W44,1543
4065,2023/24,ILI,35-59,Bundesweit,2023-W44,1650
2389,2023/24,ILI,60+,Bundesweit,2023-W44,1684
2595,2023/24,ILI,00+,Sueden,2023-W44,1641
3269,2023/24,ILI,00+,Mitte (West),2023-W44,1577
1752,2023/24,ILI,00+,Norden (West),2023-W44,1923
1725,2023/24,ILI,00+,Osten,2023-W44,2148
7673,2023/24,ILI,15+,Bundesweit,2023-W44,1633
9341,2023/24,ILI,00+,Bundesweit,2023-W44,1765
1668,2023/24,ILI,0-14,Bundesweit,2023-W44,2584
369,2023/24,ARE,0-4,Bundesweit,2023-W45,18288
1322,2023/24,ARE,5-14,Bundesweit,2023-W45,11120
1235,2023/24,ARE,15-34,Bundesweit,2023-W45,8327
4157,2023/24,ARE,35-59,Bundesweit,2023-W45,7352
2434,2023/24,ARE,60+,Bundesweit,2023-W45,5471
2623,2023/24,ARE,00+,Sueden,2023-W45,6461
3363,2023/24,ARE,00+,Mitte (West),2023-W45,8587
1761,2023/24,ARE,00+,Norden (West),2023-W45,7835
1770,2023/24,ARE,00+,Osten,2023-W45,8611
7826,2023/24,ARE,15+,Bundesweit,2023-W45,6964
9517,2023/24,ARE,00+,Bundesweit,2023-W45,7867
1691,2023/24,ARE,0-14,Bundesweit,2023-W45,13422
369,2023/24,ILI,0-4,Bundesweit,2023-W45,6545
1322,2023/24,ILI,5-14,Bundesweit,2023-W45,3520
1235,2023/24,ILI,15-34,Bundesweit,2023-W45,2671
4157,2023/24,ILI,35-59,Bundesweit,2023-W45,1812
2434,2023/24,ILI,60+,Bundesweit,2023-W45,1145
2623,2023/24,ILI,00+,Sueden,2023-W45,1573
3363,2023/24,ILI,00+,Mitte (West),2023-W45,2467
1761,2023/24,ILI,00+,Norden (West),2023-W45,2244
1770,2023/24,ILI,00+,Osten,2023-W45,2502
7826,2023/24,ILI,15+,Bundesweit,2023-W45,1811
9517,2023/24,ILI,00+,Bundesweit,2023-W45,2186
1691,2023/24,ILI,0-14,Bundesweit,2023-W45,4491
377,2023/24,ARE,0-4,Bundesweit,2023-W46,16314
1319,2023/24,ARE,5-14,Bundesweit,2023-W46,14126
1243,2023/24,ARE,15-34,Bundesweit,2023-W46,8408
4209,2023/24,ARE,35-59,Bundesweit,2023-W46,8589
2442,2023/24,ARE,60+,Bundesweit,2023-W46,5152
2655,2023/24,ARE,00+,Sueden,2023-W46,7297
3367,2023/24,ARE,00+,Mitte (West),2023-W46,8722
1780,2023/24,ARE,00+,Norden (West),2023-W46,9407
1788,2023/24,ARE,00+,Osten,2023-W46,8456
7894,2023/24,ARE,15+,Bundesweit,2023-W46,7363
9590,2023/24,ARE,00+,Bundesweit,2023-W46,8405
1696,2023/24,ARE,0-14,Bundesweit,2023-W46,14827
377,2023/24,ILI,0-4,Bundesweit,2023-W46,7244
1319,2023/24,ILI,5-14,Bundesweit,2023-W46,4645
1243,2023/24,ILI,15-34,Bundesweit,2023-W46,2253
4209,2023/24,ILI,35-59,Bundesweit,2023-W46,2179
2442,2023/24,ILI,60+,Bundesweit,2023-W46,1072
2655,2023/24,ILI,00+,Sueden,2023-W46,2008
3367,2023/24,ILI,00+,Mitte (West),2023-W46,2092
1780,2023/24,ILI,00+,Norden (West),2023-W46,2831
1788,2023/24,ILI,00+,Osten,2023-W46,2758
7894,2023/24,ILI,15+,Bundesweit,2023-W46,1820
9590,2023/24,ILI,00+,Bundesweit,2023-W46,2330
1696,2023/24,ILI,0-14,Bundesweit,2023-W46,5477
387,2023/24,ARE,0-4,Bundesweit,2023-W47,18187
1324,2023/24,ARE,5-14,Bundesweit,2023-W47,13396
1245,2023/24,ARE,15-34,Bundesweit,2023-W47,10908
4239,2023/24,ARE,35-59,Bundesweit,2023-W47,7859
2448,2023/24,ARE,60+,Bundesweit,2023-W47,5992
2649,2023/24,ARE,00+,Sueden,2023-W47,8112
3415,2023/24,ARE,00+,Mitte (West),2023-W47,8549
1769,2023/24,ARE,00+,Norden (West),2023-W47,9466
1810,2023/24,ARE,00+,Osten,2023-W47,10600
7932,2023/24,ARE,15+,Bundesweit,2023-W47,8030
9643,2023/24,ARE,00+,Bundesweit,2023-W47,8982
1711,2023/24,ARE,0-14,Bundesweit,2023-W47,14923
387,2023/24,ILI,0-4,Bundesweit,2023-W47,7600
1324,2023/24,ILI,5-14,Bundesweit,2023-W47,4169
1245,2023/24,ILI,15-34,Bundesweit,2023-W47,2711
4239,2023/24,ILI,35-59,Bundesweit,2023-W47,1877
2448,2023/24,ILI,60+,Bundesweit,2023-W47,1974
2649,2023/24,ILI,00+,Sueden,2023-W47,2189
3415,2023/24,ILI,00+,Mitte (West),2023-W47,2679
1769,2023/24,ILI,00+,Norden (West),2023-W47,2508
1810,2023/24,ILI,00+,Osten,2023-W47,2953
7932,2023/24,ILI,15+,Bundesweit,2023-W47,2132
9643,2023/24,ILI,00+,Bundesweit,2023-W47,2564
1711,2023/24,ILI,0-14,Bundesweit,2023-W47,5263
376,2023/24,ARE,0-4,Bundesweit,2023-W48,21553
1328,2023/24,ARE,5-14,Bundesweit,2023-W48,11789
1250,2023/24,ARE,15-34,Bundesweit,2023-W48,9245
4264,2023/24,ARE,35-59,Bundesweit,2023-W48,8678
2467,2023/24,ARE,60+,Bundesweit,2023-W48,4723
2681,2023/24,ARE,00+,Sueden,2023-W48,7276
3425,2023/24,ARE,00+,Mitte (West),2023-W48,8930
1779,2023/24,ARE,00+,Norden (West),2023-W48,8660
1800,2023/24,ARE,00+,Osten,2023-W48,9332
7981,2023/24,ARE,15+,Bundesweit,2023-W48,7475
9685,2023/24,ARE,00+,Bundesweit,2023-W48,8497
1704,2023/24,ARE,0-14,Bundesweit,2023-W48,14902
376,2023/24,ILI,0-4,Bundesweit,2023-W48,10416
1328,2023/24,ILI,5-14,Bundesweit,2023-W48,3205
1250,2023/24,ILI,15-34,Bundesweit,2023-W48,2105
4264,2023/24,ILI,35-59,Bundesweit,2023-W48,2326
2467,2023/24,ILI,60+,Bundesweit,2023-W48,1237
2681,2023/24,ILI,00+,Sueden,2023-W48,2437
3425,2023/24,ILI,00+,Mitte (West),2023-W48,2257
1779,2023/24,ILI,00+,Norden (West),2023-W48,1927
1800,2023/24,ILI,00+,Osten,2023-W48,3031
7981,2023/24,ILI,15+,Bundesweit,2023-W48,1894
9685,2023/24,ILI,00+,Bundesweit,2023-W48,2391
1704,2023/24,ILI,0-14,Bundesweit,2023-W48,5504
376,2023/24,ARE,0-4,Bundesweit,2023-W49,21145
1333,2023/24,ARE,5-14,Bundesweit,2023-W49,13288
1257,2023/24,ARE,15-34,Bundesweit,2023-W49,9913
4287,2023/24,ARE,35-59,Bundesweit,2023-W49,8991
2484,2023/24,ARE,60+,Bundesweit,2023-W49,6777
2716,2023/24,ARE,00+,Sueden,2023-W49,8980
3395,2023/24,ARE,00+,Mitte (West),2023-W49,9492
1799,2023/24,ARE,00+,Norden (West),2023-W49,9292
1827,2023/24,ARE,00+,Osten,2023-W49,10367
8028,2023/24,ARE,15+,Bundesweit,2023-W49,8471
9737,2023/24,ARE,00+,Bundesweit,2023-W49,9476
1709,2023/24,ARE,0-14,Bundesweit,2023-W49,15791
376,2023/24,ILI,0-4,Bundesweit,2023-W49,9049
1333,2023/24,ILI,5-14,Bundesweit,2023-W49,4610
1257,2023/24,ILI,15-34,Bundesweit,2023-W49,2861
4287,2023/24,ILI,35-59,Bundesweit,2023-W49,2536
2484,2023/24,ILI,60+,Bundesweit,2023-W49,2144
2716,2023/24,ILI,00+,Sueden,2023-W49,3232
3395,2023/24,ILI,00+,Mitte (West),2023-W49,2936
1799,2023/24,ILI,00+,Norden (West),2023-W49,2686
1827,2023/24,ILI,00+,Osten,2023-W49,2934
8028,2023/24,ILI,15+,Bundesweit,2023-W49,2487
9737,2023/24,ILI,00+,Bundesweit,2023-W49,2972
1709,2023/24,ILI,0-14,Bundesweit,2023-W49,6024
386,2023/24,ARE,0-4,Bundesweit,2023-W50,18576
1394,2023/24,ARE,5-14,Bundesweit,2023-W50,14459
1277,2023/24,ARE,15-34,Bundesweit,2023-W50,11597
4355,2023/24,ARE,35-59,Bundesweit,2023-W50,10006
2520,2023/24,ARE,60+,Bundesweit,2023-W50,7611
2799,2023/24,ARE,00+,Sueden,2023-W50,10340
3458,2023/24,ARE,00+,Mitte (West),2023-W50,10687
1828,2023/24,ARE,00+,Norden (West),2023-W50,9857
1847,2023/24,ARE,00+,Osten,2023-W50,10782
8152,2023/24,ARE,15+,Bundesweit,2023-W50,9608
9932,2023/24,ARE,00+,Bundesweit,2023-W50,10454
1780,2023/24,ARE,0-14,Bundesweit,2023-W50,15751
386,2023/24,ILI,0-4,Bundesweit,2023-W50,8302
1394,2023/24,ILI,5-14,Bundesweit,2023-W50,4866
1277,2023/24,ILI,15-34,Bundesweit,2023-W50,3346
4355,2023/24,ILI,35-59,Bundesweit,2023-W50,3046
2520,2023/24,ILI,60+,Bundesweit,2023-W50,1796
2799,2023/24,ILI,00+,Sueden,2023-W50,2604
3458,2023/24,ILI,00+,Mitte (West),2023-W50,3393
1828,2023/24,ILI,00+,Norden (West),2023-W50,3240
1847,2023/24,ILI,00+,Osten,2023-W50,3402
8152,2023/24,ILI,15+,Bundesweit,2023-W50,2696
9932,2023/24,ILI,00+,Bundesweit,2023-W50,3144
1780,2023/24,ILI,0-14,Bundesweit,2023-W50,5945
414,2023/24,ARE,0-4,Bundesweit,2023-W51,18753
1399,2023/24,ARE,5-14,Bundesweit,2023-W51,11188
1280,2023/24,ARE,15-34,Bundesweit,2023-W51,8952
4411,2023/24,ARE,35-59,Bundesweit,2023-W51,8971
2528,2023/24,ARE,60+,Bundesweit,2023-W51,6288
2817,2023/24,ARE,00+,Sueden,2023-W51,9103
3475,2023/24,ARE,00+,Mitte (West),2023-W51,9069
1855,2023/24,ARE,00+,Norden (West),2023-W51,7975
1885,2023/24,ARE,00+,Osten,2023-W51,8789
8219,2023/24,ARE,15+,Bundesweit,2023-W51,8049
10032,2023/24,ARE,00+,Bundesweit,2023-W51,8823
1813,2023/24,ARE,0-14,Bundesweit,2023-W51,13628
414,2023/24,ILI,0-4,Bundesweit,2023-W51,9036
1399,2023/24,ILI,5-14,Bundesweit,2023-W51,4131
1280,2023/24,ILI,15-34,Bundesweit,2023-W51,2267
4411,2023/24,ILI,35-59,Bundesweit,2023-W51,2009
2528,2023/24,ILI,60+,Bundesweit,2023-W51,1630
2817,2023/24,ILI,00+,Sueden,2023-W51,2322
3475,2023/24,ILI,00+,Mitte (West),2023-W51,2721
1855,2023/24,ILI,00+,Norden (West),2023-W51,1994
1885,2023/24,ILI,00+,Osten,2023-W51,2702
8219,2023/24,ILI,15+,Bundesweit,2023-W51,1948
10032,2023/24,ILI,00+,Bundesweit,2023-W51,2471
1813,2023/24,ILI,0-14,Bundesweit,2023-W51,5713
400,2023/24,ARE,0-4,Bundesweit,2023-W52,13914
1435,2023/24,ARE,5-14,Bundesweit,2023-W52,5276
1301,2023/24,ARE,15-34,Bundesweit,2023-W52,6876
4366,2023/24,ARE,35-59,Bundesweit,2023-W52,7297
2521,2023/24,ARE,60+,Bundesweit,2023-W52,5710
2818,2023/24,ARE,00+,Sueden,2023-W52,6452
3478,2023/24,ARE,00+,Mitte (West),2023-W52,7563
1852,2023/24,ARE,00+,Norden (West),2023-W52,4862
1875,2023/24,ARE,00+,Osten,2023-W52,7959
8188,2023/24,ARE,15+,Bundesweit,2023-W52,6640
10023,2023/24,ARE,00+,Bundesweit,2023-W52,6826
1835,2023/24,ARE,0-14,Bundesweit,2023-W52,7987
400,2023/24,ILI,0-4,Bundesweit,2023-W52,4777
1435,2023/24,ILI,5-14,Bundesweit,2023-W52,2591
1301,2023/24,ILI,15-34,Bundesweit,2023-W52,1647
4366,2023/24,ILI,35-59,Bundesweit,2023-W52,1949
2521,2023/24,ILI,60+,Bundesweit,2023-W52,1050
2818,2023/24,ILI,00+,Sueden,2023-W52,2027
3478,2023/24,ILI,00+,Mitte (West),2023-W52,1849
1852,2023/24,ILI,00+,Norden (West),2023-W52,934
1875,2023/24,ILI,00+,Osten,2023-W52,2207
8188,2023/24,ILI,15+,Bundesweit,2023-W52,1560
10023,2023/24,ILI,00+,Bundesweit,2023-W52,1798
1835,2023/24,ILI,0-14,Bundesweit,2023-W52,3277
331,2023/24,ARE,0-4,Bundesweit,2024-W01,12404
1411,2023/24,ARE,5-14,Bundesweit,2024-W01,5464
1411,2023/24,ARE,15-34,Bundesweit,2024-W01,4999
4294,2023/24,ARE,35-59,Bundesweit,2024-W01,5272
2844,2023/24,ARE,60+,Bundesweit,2024-W01,4975
2903,2023/24,ARE,00+,Sueden,2024-W01,5450
3564,2023/24,ARE,00+,Mitte (West),2024-W01,5023
1900,2023/24,ARE,00+,Norden (West),2024-W01,5367
1924,2023/24,ARE,00+,Osten,2024-W01,6307
8549,2023/24,ARE,15+,Bundesweit,2024-W01,5096
10291,2023/24,ARE,00+,Bundesweit,2024-W01,5447
1742,2023/24,ARE,0-14,Bundesweit,2024-W01,7633
331,2023/24,ILI,0-4,Bundesweit,2024-W01,5942
1411,2023/24,ILI,5-14,Bundesweit,2024-W01,2001
1411,2023/24,ILI,15-34,Bundesweit,2024-W01,1132
4294,2023/24,ILI,35-59,Bundesweit,2024-W01,1411
2844,2023/24,ILI,60+,Bundesweit,2024-W01,1377
2903,2023/24,ILI,00+,Sueden,2024-W01,1817
3564,2023/24,ILI,00+,Mitte (West),2024-W01,1427
1900,2023/24,ILI,00+,Norden (West),2024-W01,1635
1924,2023/24,ILI,00+,Osten,2024-W01,1499
8549,2023/24,ILI,15+,Bundesweit,2024-W01,1326
10291,2023/24,ILI,00+,Bundesweit,2024-W01,1589
1742,2023/24,ILI,0-14,Bundesweit,2024-W01,3233
335,2023/24,ARE,0-4,Bundesweit,2024-W02,12042
1439,2023/24,ARE,5-14,Bundesweit,2024-W02,6973
1412,2023/24,ARE,15-34,Bundesweit,2024-W02,5031
4331,2023/24,ARE,35-59,Bundesweit,2024-W02,4676
2852,2023/24,ARE,60+,Bundesweit,2024-W02,3710
2923,2023/24,ARE,00+,Sueden,2024-W02,4919
3632,2023/24,ARE,00+,Mitte (West),2024-W02,4684
1881,2023/24,ARE,00+,Norden (West),2024-W02,5567
1933,2023/24,ARE,00+,Osten,2024-W02,5184
8595,2023/24,ARE,15+,Bundesweit,2024-W02,4433
10369,2023/24,ARE,00+,Bundesweit,2024-W02,5004
1774,2023/24,ARE,0-14,Bundesweit,2024-W02,8567
335,2023/24,ILI,0-4,Bundesweit,2024-W02,3999
1439,2023/24,ILI,5-14,Bundesweit,2024-W02,2643
1412,2023/24,ILI,15-34,Bundesweit,2024-W02,993
4331,2023/24,ILI,35-59,Bundesweit,2024-W02,1390
2852,2023/24,ILI,60+,Bundesweit,2024-W02,982
2923,2023/24,ILI,00+,Sueden,2024-W02,1427
3632,2023/24,ILI,00+,Mitte (West),2024-W02,1393
1881,2023/24,ILI,00+,Norden (West),2024-W02,1513
1933,2023/24,ILI,00+,Osten,2024-W02,1316
8595,2023/24,ILI,15+,Bundesweit,2024-W02,1144
10369,2023/24,ILI,00+,Bundesweit,2024-W02,1410
1774,2023/24,ILI,0-14,Bundesweit,2024-W02,3070
345,2023/24,ARE,0-4,Bundesweit,2024-W03,21594
1452,2023/24,ARE,5-14,Bundesweit,2024-W03,12186
1436,2023/24,ARE,15-34,Bundesweit,2024-W03,6279
4382,2023/24,ARE,35-59,Bundesweit,2024-W03,6109
2877,2023/24,ARE,60+,Bundesweit,2024-W03,3433
2957,2023/24,ARE,00+,Sueden,2024-W03,7062
3684,2023/24,ARE,00+,Mitte (West),2024-W03,6030
1898,2023/24,ARE,00+,Norden (West),2024-W03,6566
1953,2023/24,ARE,00+,Osten,2024-W03,6931
8695,2023/24,ARE,15+,Bundesweit,2024-W03,5221
10492,2023/24,ARE,00+,Bundesweit,2024-W03,6586
1797,2023/24,ARE,0-14,Bundesweit,2024-W03,15133
345,2023/24,ILI,0-4,Bundesweit,2024-W03,9727
1452,2023/24,ILI,5-14,Bundesweit,2024-W03,5275
1436,2023/24,ILI,15-34,Bundesweit,2024-W03,1899
4382,2023/24,ILI,35-59,Bundesweit,2024-W03,1742
2877,2023/24,ILI,60+,Bundesweit,2024-W03,866
2957,2023/24,ILI,00+,Sueden,2024-W03,2322
3684,2023/24,ILI,00+,Mitte (West),2024-W03,2207
1898,2023/24,ILI,00+,Norden (West),2024-W03,1698
1953,2023/24,ILI,00+,Osten,2024-W03,2450
8695,2023/24,ILI,15+,Bundesweit,2024-W03,1478
10492,2023/24,ILI,00+,Bundesweit,2024-W03,2193
1797,2023/24,ILI,0-14,Bundesweit,2024-W03,6670
329,2023/24,ARE,0-4,Bundesweit,2024-W04,20834
1445,2023/24,ARE,5-14,Bundesweit,2024-W04,12819
1441,2023/24,ARE,15-34,Bundesweit,2024-W04,6907
4393,2023/24,ARE,35-59,Bundesweit,2024-W04,6410
2900,2023/24,ARE,60+,Bundesweit,2024-W04,4161
2941,2023/24,ARE,00+,Sueden,2024-W04,8100
3702,2023/24,ARE,00+,Mitte (West),2024-W04,6802
1913,2023/24,ARE,00+,Norden (West),2024-W04,6353
1952,2023/24,ARE,00+,Osten,2024-W04,6618
8734,2023/24,ARE,15+,Bundesweit,2024-W04,5755
10508,2023/24,ARE,00+,Bundesweit,2024-W04,7050
1774,2023/24,ARE,0-14,Bundesweit,2024-W04,15307
329,2023/24,ILI,0-4,Bundesweit,2024-W04,11703
1445,2023/24,ILI,5-14,Bundesweit,2024-W04,6318
1441,2023/24,ILI,15-34,Bundesweit,2024-W04,2061
4393,2023/24,ILI,35-59,Bundesweit,2024-W04,2110
2900,2023/24,ILI,60+,Bundesweit,2024-W04,1012
2941,2023/24,ILI,00+,Sueden,2024-W04,3156
3702,2023/24,ILI,00+,Mitte (West),2024-W04,2548
1913,2023/24,ILI,00+,Norden (West),2024-W04,2034
1952,2023/24,ILI,00+,Osten,2024-W04,2220
8734,2023/24,ILI,15+,Bundesweit,2024-W04,1714
10508,2023/24,ILI,00+,Bundesweit,2024-W04,2564
1774,2023/24,ILI,0-14,Bundesweit,2024-W04,7989
333,2023/24,ARE,0-4,Bundesweit,2024-W05,18471
1468,2023/24,ARE,5-14,Bundesweit,2024-W05,13827
1423,2023/24,ARE,15-34,Bundesweit,2024-W05,7273
4393,2023/24,ARE,35-59,Bundesweit,2024-W05,7145
2903,2023/24,ARE,60+,Bundesweit,2024-W05,4053
2972,2023/24,ARE,00+,Sueden,2024-W05,7142
3669,2023/24,ARE,00+,Mitte (West),2024-W05,7313
1907,2023/24,ARE,00+,Norden (West),2024-W05,7337
1972,2023/24,ARE,00+,Osten,2024-W05,7686
8719,2023/24,ARE,15+,Bundesweit,2024-W05,6097
10520,2023/24,ARE,00+,Bundesweit,2024-W05,7339
1801,2023/24,ARE,0-14,Bundesweit,2024-W05,15249
333,2023/24,ILI,0-4,Bundesweit,2024-W05,7856
1468,2023/24,ILI,5-14,Bundesweit,2024-W05,5894
1423,2023/24,ILI,15-34,Bundesweit,2024-W05,1794
4393,2023/24,ILI,35-59,Bundesweit,2024-W05,2064
2903,2023/24,ILI,60+,Bundesweit,2024-W05,1222
2972,2023/24,ILI,00+,Sueden,2024-W05,2628
3669,2023/24,ILI,00+,Mitte (West),2024-W05,2325
1907,2023/24,ILI,00+,Norden (West),2024-W05,2236
1972,2023/24,ILI,00+,Osten,2024-W05,2084
8719,2023/24,ILI,15+,Bundesweit,2024-W05,1699
10520,2023/24,ILI,00+,Bundesweit,2024-W05,2349
1801,2023/24,ILI,0-14,Bundesweit,2024-W05,6494
346,2023/24,ARE,0-4,Bundesweit,2024-W06,20627
1449,2023/24,ARE,5-14,Bundesweit,2024-W06,14244
1416,2023/24,ARE,15-34,Bundesweit,2024-W06,7858
4406,2023/24,ARE,35-59,Bundesweit,2024-W06,6510
2888,2023/24,ARE,60+,Bundesweit,2024-W06,3679
2934,2023/24,ARE,00+,Sueden,2024-W06,8602
3691,2023/24,ARE,00+,Mitte (West),2024-W06,6963
1896,2023/24,ARE,00+,Norden (West),2024-W06,7585
1984,2023/24,ARE,00+,Osten,2024-W06,5558
8710,2023/24,ARE,15+,Bundesweit,2024-W06,5872
10505,2023/24,ARE,00+,Bundesweit,2024-W06,7267
1795,2023/24,ARE,0-14,Bundesweit,2024-W06,16203
346,2023/24,ILI,0-4,Bundesweit,2024-W06,7960
1449,2023/24,ILI,5-14,Bundesweit,2024-W06,5744
1416,2023/24,ILI,15-34,Bundesweit,2024-W06,1745
4406,2023/24,ILI,35-59,Bundesweit,2024-W06,1605
2888,2023/24,ILI,60+,Bundesweit,2024-W06,928
2934,2023/24,ILI,00+,Sueden,2024-W06,2440
3691,2023/24,ILI,00+,Mitte (West),2024-W06,2189
1896,2023/24,ILI,00+,Norden (West),2024-W06,2184
1984,2023/24,ILI,00+,Osten,2024-W06,1262
8710,2023/24,ILI,15+,Bundesweit,2024-W06,1405
10505,2023/24,ILI,00+,Bundesweit,2024-W06,2083
1795,2023/24,ILI,0-14,Bundesweit,2024-W06,6424
359,2023/24,ARE,0-4,Bundesweit,2024-W07,16819
1444,2023/24,ARE,5-14,Bundesweit,2024-W07,11060
1426,2023/24,ARE,15-34,Bundesweit,2024-W07,7549
4441,2023/24,ARE,35-59,Bundesweit,2024-W07,6354
2909,2023/24,ARE,60+,Bundesweit,2024-W07,4249
2947,2023/24,ARE,00+,Sueden,2024-W07,7234
3721,2023/24,ARE,00+,Mitte (West),2024-W07,7319
1909,2023/24,ARE,00+,Norden (West),2024-W07,5684
2002,2023/24,ARE,00+,Osten,2024-W07,6612
8776,2023/24,ARE,15+,Bundesweit,2024-W07,5929
10579,2023/24,ARE,00+,Bundesweit,2024-W07,6867
1803,2023/24,ARE,0-14,Bundesweit,2024-W07,12856
359,2023/24,ILI,0-4,Bundesweit,2024-W07,7636
1444,2023/24,ILI,5-14,Bundesweit,2024-W07,3719
1426,2023/24,ILI,15-34,Bundesweit,2024-W07,1744
4441,2023/24,ILI,35-59,Bundesweit,2024-W07,1625
2909,2023/24,ILI,60+,Bundesweit,2024-W07,750
2947,2023/24,ILI,00+,Sueden,2024-W07,1776
3721,2023/24,ILI,00+,Mitte (West),2024-W07,2305
1909,2023/24,ILI,00+,Norden (West),2024-W07,1442
2002,2023/24,ILI,00+,Osten,2024-W07,1428
8776,2023/24,ILI,15+,Bundesweit,2024-W07,1349
10579,2023/24,ILI,00+,Bundesweit,2024-W07,1836
1803,2023/24,ILI,0-14,Bundesweit,2024-W07,4941
354,2023/24,ARE,0-4,Bundesweit,2024-W08,20618
1462,2023/24,ARE,5-14,Bundesweit,2024-W08,10004
1429,2023/24,ARE,15-34,Bundesweit,2024-W08,6168
4479,2023/24,ARE,35-59,Bundesweit,2024-W08,5451
2915,2023/24,ARE,60+,Bundesweit,2024-W08,4215
2973,2023/24,ARE,00+,Sueden,2024-W08,6384
3753,2023/24,ARE,00+,Mitte (West),2024-W08,6350
1920,2023/24,ARE,00+,Norden (West),2024-W08,6912
1993,2023/24,ARE,00+,Osten,2024-W08,5528
8823,2023/24,ARE,15+,Bundesweit,2024-W08,5206
10639,2023/24,ARE,00+,Bundesweit,2024-W08,6307
1816,2023/24,ARE,0-14,Bundesweit,2024-W08,13300
354,2023/24,ILI,0-4,Bundesweit,2024-W08,10103
1462,2023/24,ILI,5-14,Bundesweit,2024-W08,3498
1429,2023/24,ILI,15-34,Bundesweit,2024-W08,1427
4479,2023/24,ILI,35-59,Bundesweit,2024-W08,846
2915,2023/24,ILI,60+,Bundesweit,2024-W08,1007
2973,2023/24,ILI,00+,Sueden,2024-W08,1601
3753,2023/24,ILI,00+,Mitte (West),2024-W08,1870
1920,2023/24,ILI,00+,Norden (West),2024-W08,1686
1993,2023/24,ILI,00+,Osten,2024-W08,1356
8823,2023/24,ILI,15+,Bundesweit,2024-W08,1054
10639,2023/24,ILI,00+,Bundesweit,2024-W08,1665
1816,2023/24,ILI,0-14,Bundesweit,2024-W08,5549
353,2023/24,ARE,0-4,Bundesweit,2024-W09,20492
1449,2023/24,ARE,5-14,Bundesweit,2024-W09,11082
1413,2023/24,ARE,15-34,Bundesweit,2024-W09,7372
4444,2023/24,ARE,35-59,Bundesweit,2024-W09,5048
2910,2023/24,ARE,60+,Bundesweit,2024-W09,3266
2963,2023/24,ARE,00+,Sueden,2024-W09,6720
3711,2023/24,ARE,00+,Mitte (West),2024-W09,5894
1914,2023/24,ARE,00+,Norden (West),2024-W09,6512
1981,2023/24,ARE,00+,Osten,2024-W09,5963
8767,2023/24,ARE,15+,Bundesweit,2024-W09,5034
10569,2023/24,ARE,00+,Bundesweit,2024-W09,6250
1802,2023/24,ARE,0-14,Bundesweit,2024-W09,13974
353,2023/24,ILI,0-4,Bundesweit,2024-W09,7006
1449,2023/24,ILI,5-14,Bundesweit,2024-W09,3445
1413,2023/24,ILI,15-34,Bundesweit,2024-W09,916
4444,2023/24,ILI,35-59,Bundesweit,2024-W09,710
2910,2023/24,ILI,60+,Bundesweit,2024-W09,696
2963,2023/24,ILI,00+,Sueden,2024-W09,1507
3711,2023/24,ILI,00+,Mitte (West),2024-W09,1017
1914,2023/24,ILI,00+,Norden (West),2024-W09,1504
1981,2023/24,ILI,00+,Osten,2024-W09,1182
8767,2023/24,ILI,15+,Bundesweit,2024-W09,759
10569,2023/24,ILI,00+,Bundesweit,2024-W09,1273
1802,2023/24,ILI,0-14,Bundesweit,2024-W09,4539
