Meldungen,Saison,Erkrankung,Altersgruppe,Region,Kalenderwoche,Inzidenz
2219,2024/25,ARE,0-14,Bundesweit,2025-W11,10404
438,2024/25,ILI,0-4,Bundesweit,2025-W11,6694
1781,2024/25,ILI,5-14,Bundesweit,2025-W11,2837
1680,2024/25,ILI,15-34,Bundesweit,2025-W11,1479
5391,2024/25,ILI,35-59,Bundesweit,2025-W11,1154
3785,2024/25,ILI,60+,Bundesweit,2025-W11,876
3705,2024/25,ILI,00+,Sueden,2025-W11,1395
4492,2024/25,ILI,00+,Mitte (West),2025-W11,1445
2381,2024/25,ILI,00+,Norden (West),2025-W11,1362
2497,2024/25,ILI,00+,Osten,2025-W11,2090
10856,2024/25,ILI,15+,Bundesweit,2025-W11,1142
13075,2024/25,ILI,00+,Bundesweit,2025-W11,1539
2219,2024/25,ILI,0-14,Bundesweit,2025-W11,4041
426,2024/25,ARE,0-4,Bundesweit,2025-W12,14847
1743,2024/25,ARE,5-14,Bundesweit,2025-W12,9980
1673,2024/25,ARE,15-34,Bundesweit,2025-W12,6260
5339,2024/25,ARE,35-59,Bundesweit,2025-W12,5751
3787,2024/25,ARE,60+,Bundesweit,2025-W12,4029
3693,2024/25,ARE,00+,Sueden,2025-W12,6297
4491,2024/25,ARE,00+,Mitte (West),2025-W12,6348
2327,2024/25,ARE,00+,Norden (West),2025-W12,5608
2457,2024/25,ARE,00+,Osten,2025-W12,5989
10799,2024/25,ARE,15+,Bundesweit,2025-W12,5284
12968,2024/25,ARE,00+,Bundesweit,2025-W12,6133
2169,2024/25,ARE,0-14,Bundesweit,2025-W12,11495
426,2024/25,ILI,0-4,Bundesweit,2025-W12,7080
1743,2024/25,ILI,5-14,Bundesweit,2025-W12,3435
1673,2024/25,ILI,15-34,Bundesweit,2025-W12,1993
5339,2024/25,ILI,35-59,Bundesweit,2025-W12,994
3787,2024/25,ILI,60+,Bundesweit,2025-W12,976
3693,2024/25,ILI,00+,Sueden,2025-W12,1696
4491,2024/25,ILI,00+,Mitte (West),2025-W12,1805
2327,2024/25,ILI,00+,Norden (West),2025-W12,1729
2457,2024/25,ILI,00+,Osten,2025-W12,1508
10799,2024/25,ILI,15+,Bundesweit,2025-W12,1250
12968,2024/25,ILI,00+,Bundesweit,2025-W12,1704
2169,2024/25,ILI,0-14,Bundesweit,2025-W12,4570
430,2024/25,ARE,0-4,Bundesweit,2025-W13,17710
1713,2024/25,ARE,5-14,Bundesweit,2025-W13,9275
1655,2024/25,ARE,15-34,Bundesweit,2025-W13,6204
5297,2024/25,ARE,35-59,Bundesweit,2025-W13,4837
3794,2024/25,ARE,60+,Bundesweit,2025-W13,3452
3670,2024/25,ARE,00+,Sueden,2025-W13,5185
4451,2024/25,ARE,00+,Mitte (West),2025-W13,6150
2319,2024/25,ARE,00+,Norden (West),2025-W13,5190
2449,2024/25,ARE,00+,Osten,2025-W13,6130
10746,2024/25,ARE,15+,Bundesweit,2025-W13,4713
12889,2024/25,ARE,00+,Bundesweit,2025-W13,5699
2143,2024/25,ARE,0-14,Bundesweit,2025-W13,11917
430,2024/25,ILI,0-4,Bundesweit,2025-W13,6344
1713,2024/25,ILI,5-14,Bundesweit,2025-W13,2497
1655,2024/25,ILI,15-34,Bundesweit,2025-W13,1407
5297,2024/25,ILI,35-59,Bundesweit,2025-W13,912
3794,2024/25,ILI,60+,Bundesweit,2025-W13,452
3670,2024/25,ILI,00+,Sueden,2025-W13,1138
4451,2024/25,ILI,00+,Mitte (West),2025-W13,1332
2319,2024/25,ILI,00+,Norden (West),2025-W13,1926
2449,2024/25,ILI,00+,Osten,2025-W13,724
10746,2024/25,ILI,15+,Bundesweit,2025-W13,881
12889,2024/25,ILI,00+,Bundesweit,2025-W13,1268
2143,2024/25,ILI,0-14,Bundesweit,2025-W13,3702
413,2024/25,ARE,0-4,Bundesweit,2025-W14,14161
1683,2024/25,ARE,5-14,Bundesweit,2025-W14,9586
1655,2024/25,ARE,15-34,Bundesweit,2025-W14,7391
5250,2024/25,ARE,35-59,Bundesweit,2025-W14,5141
3769,2024/25,ARE,60+,Bundesweit,2025-W14,2816
3628,2024/25,ARE,00+,Sueden,2025-W14,6454
4411,2024/25,ARE,00+,Mitte (West),2025-W14,5128
2287,2024/25,ARE,00+,Norden (West),2025-W14,5796
2444,2024/25,ARE,00+,Osten,2025-W14,5792
10674,2024/25,ARE,15+,Bundesweit,2025-W14,4919
12770,2024/25,ARE,00+,Bundesweit,2025-W14,5751
2096,2024/25,ARE,0-14,Bundesweit,2025-W14,11011
413,2024/25,ILI,0-4,Bundesweit,2025-W14,3995
1683,2024/25,ILI,5-14,Bundesweit,2025-W14,2174
1655,2024/25,ILI,15-34,Bundesweit,2025-W14,1686
5250,2024/25,ILI,35-59,Bundesweit,2025-W14,1037
3769,2024/25,ILI,60+,Bundesweit,2025-W14,469
3628,2024/25,ILI,00+,Sueden,2025-W14,1355
4411,2024/25,ILI,00+,Mitte (West),2025-W14,886
2287,2024/25,ILI,00+,Norden (West),2025-W14,1299
2444,2024/25,ILI,00+,Osten,2025-W14,1683
10674,2024/25,ILI,15+,Bundesweit,2025-W14,1009
12770,2024/25,ILI,00+,Bundesweit,2025-W14,1246
2096,2024/25,ILI,0-14,Bundesweit,2025-W14,2741
409,2024/25,ARE,0-4,Bundesweit,2025-W15,15840
1635,2024/25,ARE,5-14,Bundesweit,2025-W15,8646
1626,2024/25,ARE,15-34,Bundesweit,2025-W15,5937
5191,2024/25,ARE,35-59,Bundesweit,2025-W15,4915
3785,2024/25,ARE,60+,Bundesweit,2025-W15,3709
3595,2024/25,ARE,00+,Sueden,2025-W15,5462
4396,2024/25,ARE,00+,Mitte (West),2025-W15,5562
2265,2024/25,ARE,00+,Norden (West),2025-W15,5736
2390,2024/25,ARE,00+,Osten,2025-W15,5779
10602,2024/25,ARE,15+,Bundesweit,2025-W15,4761
12646,2024/25,ARE,00+,Bundesweit,2025-W15,5606
2044,2024/25,ARE,0-14,Bundesweit,2025-W15,10918
409,2024/25,ILI,0-4,Bundesweit,2025-W15,4381
1635,2024/25,ILI,5-14,Bundesweit,2025-W15,2004
1626,2024/25,ILI,15-34,Bundesweit,2025-W15,932
5191,2024/25,ILI,35-59,Bundesweit,2025-W15,712
3785,2024/25,ILI,60+,Bundesweit,2025-W15,740
3595,2024/25,ILI,00+,Sueden,2025-W15,995
4396,2024/25,ILI,00+,Mitte (West),2025-W15,943
2265,2024/25,ILI,00+,Norden (West),2025-W15,1181
2390,2024/25,ILI,00+,Osten,2025-W15,1209
10602,2024/25,ILI,15+,Bundesweit,2025-W15,780
12646,2024/25,ILI,00+,Bundesweit,2025-W15,1051
2044,2024/25,ILI,0-14,Bundesweit,2025-W15,2755
415,2024/25,ARE,0-4,Bundesweit,2025-W16,11015
1650,2024/25,ARE,5-14,Bundesweit,2025-W16,5067
1633,2024/25,ARE,15-34,Bundesweit,2025-W16,5257
5206,2024/25,ARE,35-59,Bundesweit,2025-W16,4308
3764,2024/25,ARE,60+,Bundesweit,2025-W16,2848
3589,2024/25,ARE,00+,Sueden,2025-W16,4291
4392,2024/25,ARE,00+,Mitte (West),2025-W16,4613
2287,2024/25,ARE,00+,Norden (West),2025-W16,3912
2400,2024/25,ARE,00+,Osten,2025-W16,4875
10603,2024/25,ARE,15+,Bundesweit,2025-W16,4048
12668,2024/25,ARE,00+,Bundesweit,2025-W16,4445
2065,2024/25,ARE,0-14,Bundesweit,2025-W16,6940
415,2024/25,ILI,0-4,Bundesweit,2025-W16,3375
1650,2024/25,ILI,5-14,Bundesweit,2025-W16,1303
1633,2024/25,ILI,15-34,Bundesweit,2025-W16,1053
5206,2024/25,ILI,35-59,Bundesweit,2025-W16,511
3764,2024/25,ILI,60+,Bundesweit,2025-W16,590
3589,2024/25,ILI,00+,Sueden,2025-W16,822
4392,2024/25,ILI,00+,Mitte (West),2025-W16,888
2287,2024/25,ILI,00+,Norden (West),2025-W16,868
2400,2024/25,ILI,00+,Osten,2025-W16,836
10603,2024/25,ILI,15+,Bundesweit,2025-W16,681
12668,2024/25,ILI,00+,Bundesweit,2025-W16,856
2065,2024/25,ILI,0-14,Bundesweit,2025-W16,1956
425,2024/25,ARE,0-4,Bundesweit,2025-W17,7333
1666,2024/25,ARE,5-14,Bundesweit,2025-W17,3520
1615,2024/25,ARE,15-34,Bundesweit,2025-W17,4089
5199,2024/25,ARE,35-59,Bundesweit,2025-W17,3860
3754,2024/25,ARE,60+,Bundesweit,2025-W17,1966
3578,2024/25,ARE,00+,Sueden,2025-W17,3534
4352,2024/25,ARE,00+,Mitte (West),2025-W17,3547
2311,2024/25,ARE,00+,Norden (West),2025-W17,3249
2418,2024/25,ARE,00+,Osten,2025-W17,3416
10568,2024/25,ARE,15+,Bundesweit,2025-W17,3260
12659,2024/25,ARE,00+,Bundesweit,2025-W17,3464
2091,2024/25,ARE,0-14,Bundesweit,2025-W17,4733
425,2024/25,ILI,0-4,Bundesweit,2025-W17,2405
1666,2024/25,ILI,5-14,Bundesweit,2025-W17,1012
1615,2024/25,ILI,15-34,Bundesweit,2025-W17,843
5199,2024/25,ILI,35-59,Bundesweit,2025-W17,669
3754,2024/25,ILI,60+,Bundesweit,2025-W17,308
3578,2024/25,ILI,00+,Sueden,2025-W17,758
4352,2024/25,ILI,00+,Mitte (West),2025-W17,628
2311,2024/25,ILI,00+,Norden (West),2025-W17,823
2418,2024/25,ILI,00+,Osten,2025-W17,674
10568,2024/25,ILI,15+,Bundesweit,2025-W17,589
12659,2024/25,ILI,00+,Bundesweit,2025-W17,709
2091,2024/25,ILI,0-14,Bundesweit,2025-W17,1455
434,2024/25,ARE,0-4,Bundesweit,2025-W18,9047
1643,2024/25,ARE,5-14,Bundesweit,2025-W18,4998
1595,2024/25,ARE,15-34,Bundesweit,2025-W18,3591
5167,2024/25,ARE,35-59,Bundesweit,2025-W18,3633
3760,2024/25,ARE,60+,Bundesweit,2025-W18,2375
3540,2024/25,ARE,00+,Sueden,2025-W18,3717
4330,2024/25,ARE,00+,Mitte (West),2025-W18,3071
2308,2024/25,ARE,00+,Norden (West),2025-W18,3503
2421,2024/25,ARE,00+,Osten,2025-W18,4555
10522,2024/25,ARE,15+,Bundesweit,2025-W18,3183
12599,2024/25,ARE,00+,Bundesweit,2025-W18,3617
2077,2024/25,ARE,0-14,Bundesweit,2025-W18,6298
434,2024/25,ILI,0-4,Bundesweit,2025-W18,2146
1643,2024/25,ILI,5-14,Bundesweit,2025-W18,1234
1595,2024/25,ILI,15-34,Bundesweit,2025-W18,674
5167,2024/25,ILI,35-59,Bundesweit,2025-W18,568
3760,2024/25,ILI,60+,Bundesweit,2025-W18,443
3540,2024/25,ILI,00+,Sueden,2025-W18,664
4330,2024/25,ILI,00+,Mitte (West),2025-W18,540
2308,2024/25,ILI,00+,Norden (West),2025-W18,629
2421,2024/25,ILI,00+,Osten,2025-W18,1045
10522,2024/25,ILI,15+,Bundesweit,2025-W18,552
12599,2024/25,ILI,00+,Bundesweit,2025-W18,688
2077,2024/25,ILI,0-14,Bundesweit,2025-W18,1527
431,2024/25,ARE,0-4,Bundesweit,2025-W19,11859
1630,2024/25,ARE,5-14,Bundesweit,2025-W19,7428
1592,2024/25,ARE,15-34,Bundesweit,2025-W19,5590
5148,2024/25,ARE,35-59,Bundesweit,2025-W19,3102
3768,2024/25,ARE,60+,Bundesweit,2025-W19,2716
3542,2024/25,ARE,00+,Sueden,2025-W19,4215
4313,2024/25,ARE,00+,Mitte (West),2025-W19,4217
2290,2024/25,ARE,00+,Norden (West),2025-W19,4415
2424,2024/25,ARE,00+,Osten,2025-W19,4686
10508,2024/25,ARE,15+,Bundesweit,2025-W19,3619
12569,2024/25,ARE,00+,Bundesweit,2025-W19,4343
2061,2024/25,ARE,0-14,Bundesweit,2025-W19,8841
431,2024/25,ILI,0-4,Bundesweit,2025-W19,2564
1630,2024/25,ILI,5-14,Bundesweit,2025-W19,1589
1592,2024/25,ILI,15-34,Bundesweit,2025-W19,939
5148,2024/25,ILI,35-59,Bundesweit,2025-W19,477
3768,2024/25,ILI,60+,Bundesweit,2025-W19,499
3542,2024/25,ILI,00+,Sueden,2025-W19,805
4313,2024/25,ILI,00+,Mitte (West),2025-W19,814
2290,2024/25,ILI,00+,Norden (West),2025-W19,773
2424,2024/25,ILI,00+,Osten,2025-W19,718
10508,2024/25,ILI,15+,Bundesweit,2025-W19,606
12569,2024/25,ILI,00+,Bundesweit,2025-W19,785
2061,2024/25,ILI,0-14,Bundesweit,2025-W19,1900
428,2024/25,ARE,0-4,Bundesweit,2025-W20,14532
1623,2024/25,ARE,5-14,Bundesweit,2025-W20,9164
1577,2024/25,ARE,15-34,Bundesweit,2025-W20,5304
5175,2024/25,ARE,35-59,Bundesweit,2025-W20,4395
3758,2024/25,ARE,60+,Bundesweit,2025-W20,2017
3512,2024/25,ARE,00+,Sueden,2025-W20,4833
4303,2024/25,ARE,00+,Mitte (West),2025-W20,4243
2306,2024/25,ARE,00+,Norden (West),2025-W20,4581
2440,2024/25,ARE,00+,Osten,2025-W20,5807
10510,2024/25,ARE,15+,Bundesweit,2025-W20,3805
12561,2024/25,ARE,00+,Bundesweit,2025-W20,4774
2051,2024/25,ARE,0-14,Bundesweit,2025-W20,10846
428,2024/25,ILI,0-4,Bundesweit,2025-W20,4347
1623,2024/25,ILI,5-14,Bundesweit,2025-W20,1886
1577,2024/25,ILI,15-34,Bundesweit,2025-W20,579
5175,2024/25,ILI,35-59,Bundesweit,2025-W20,660
3758,2024/25,ILI,60+,Bundesweit,2025-W20,474
3512,2024/25,ILI,00+,Sueden,2025-W20,928
4303,2024/25,ILI,00+,Mitte (West),2025-W20,723
2306,2024/25,ILI,00+,Norden (West),2025-W20,832
2440,2024/25,ILI,00+,Osten,2025-W20,1034
10510,2024/25,ILI,15+,Bundesweit,2025-W20,574
12561,2024/25,ILI,00+,Bundesweit,2025-W20,861
2051,2024/25,ILI,0-14,Bundesweit,2025-W20,2657
425,2024/25,ARE,0-4,Bundesweit,2025-W21,10107
1609,2024/25,ARE,5-14,Bundesweit,2025-W21,9187
1580,2024/25,ARE,15-34,Bundesweit,2025-W21,6294
5123,2024/25,ARE,35-59,Bundesweit,2025-W21,4686
3746,2024/25,ARE,60+,Bundesweit,2025-W21,2638
3475,2024/25,ARE,00+,Sueden,2025-W21,5485
4324,2024/25,ARE,00+,Mitte (West),2025-W21,5149
2271,2024/25,ARE,00+,Norden (West),2025-W21,4979
2413,2024/25,ARE,00+,Osten,2025-W21,4539
10449,2024/25,ARE,15+,Bundesweit,2025-W21,4394
12483,2024/25,ARE,00+,Bundesweit,2025-W21,5094
2034,2024/25,ARE,0-14,Bundesweit,2025-W21,9476
425,2024/25,ILI,0-4,Bundesweit,2025-W21,3639
1609,2024/25,ILI,5-14,Bundesweit,2025-W21,1907
1580,2024/25,ILI,15-34,Bundesweit,2025-W21,1510
5123,2024/25,ILI,35-59,Bundesweit,2025-W21,892
3746,2024/25,ILI,60+,Bundesweit,2025-W21,447
3475,2024/25,ILI,00+,Sueden,2025-W21,1706
4324,2024/25,ILI,00+,Mitte (West),2025-W21,1085
2271,2024/25,ILI,00+,Norden (West),2025-W21,583
2413,2024/25,ILI,00+,Osten,2025-W21,807
10449,2024/25,ILI,15+,Bundesweit,2025-W21,899
12483,2024/25,ILI,00+,Bundesweit,2025-W21,1113
2034,2024/25,ILI,0-14,Bundesweit,2025-W21,2452
416,2024/25,ARE,0-4,Bundesweit,2025-W22,12034
1608,2024/25,ARE,5-14,Bundesweit,2025-W22,6929
1559,2024/25,ARE,15-34,Bundesweit,2025-W22,5538
5042,2024/25,ARE,35-59,Bundesweit,2025-W22,4556
3712,2024/25,ARE,60+,Bundesweit,2025-W22,2692
3454,2024/25,ARE,00+,Sueden,2025-W22,4278
4273,2024/25,ARE,00+,Mitte (West),2025-W22,4896
2231,2024/25,ARE,00+,Norden (West),2025-W22,5162
2379,2024/25,ARE,00+,Osten,2025-W22,4870
10313,2024/25,ARE,15+,Bundesweit,2025-W22,4163
12337,2024/25,ARE,00+,Bundesweit,2025-W22,4766
2024,2024/25,ARE,0-14,Bundesweit,2025-W22,8531
416,2024/25,ILI,0-4,Bundesweit,2025-W22,2274
1608,2024/25,ILI,5-14,Bundesweit,2025-W22,1492
1559,2024/25,ILI,15-34,Bundesweit,2025-W22,852
5042,2024/25,ILI,35-59,Bundesweit,2025-W22,711
3712,2024/25,ILI,60+,Bundesweit,2025-W22,417
3454,2024/25,ILI,00+,Sueden,2025-W22,888
4273,2024/25,ILI,00+,Mitte (West),2025-W22,787
2231,2024/25,ILI,00+,Norden (West),2025-W22,480
2379,2024/25,ILI,00+,Osten,2025-W22,977
10313,2024/25,ILI,15+,Bundesweit,2025-W22,645
12337,2024/25,ILI,00+,Bundesweit,2025-W22,796
2024,2024/25,ILI,0-14,Bundesweit,2025-W22,1738
406,2024/25,ARE,0-4,Bundesweit,2025-W23,9053
1570,2024/25,ARE,5-14,Bundesweit,2025-W23,4951
1536,2024/25,ARE,15-34,Bundesweit,2025-W23,5165
5000,2024/25,ARE,35-59,Bundesweit,2025-W23,4589
3708,2024/25,ARE,60+,Bundesweit,2025-W23,1984
3406,2024/25,ARE,00+,Sueden,2025-W23,5466
4238,2024/25,ARE,00+,Mitte (West),2025-W23,3692
2233,2024/25,ARE,00+,Norden (West),2025-W23,3894
2343,2024/25,ARE,00+,Osten,2025-W23,3368
10244,2024/25,ARE,15+,Bundesweit,2025-W23,3829
12220,2024/25,ARE,00+,Bundesweit,2025-W23,4161
1976,2024/25,ARE,0-14,Bundesweit,2025-W23,6237
406,2024/25,ILI,0-4,Bundesweit,2025-W23,3751
1570,2024/25,ILI,5-14,Bundesweit,2025-W23,711
1536,2024/25,ILI,15-34,Bundesweit,2025-W23,917
5000,2024/25,ILI,35-59,Bundesweit,2025-W23,554
3708,2024/25,ILI,60+,Bundesweit,2025-W23,366
3406,2024/25,ILI,00+,Sueden,2025-W23,1304
4238,2024/25,ILI,00+,Mitte (West),2025-W23,480
2233,2024/25,ILI,00+,Norden (West),2025-W23,613
2343,2024/25,ILI,00+,Osten,2025-W23,473
10244,2024/25,ILI,15+,Bundesweit,2025-W23,584
12220,2024/25,ILI,00+,Bundesweit,2025-W23,733
1976,2024/25,ILI,0-14,Bundesweit,2025-W23,1664
415,2024/25,ARE,0-4,Bundesweit,2025-W24,8112
1559,2024/25,ARE,5-14,Bundesweit,2025-W24,4338
1532,2024/25,ARE,15-34,Bundesweit,2025-W24,4977
4993,2024/25,ARE,35-59,Bundesweit,2025-W24,3204
3720,2024/25,ARE,60+,Bundesweit,2025-W24,2296
3409,2024/25,ARE,00+,Sueden,2025-W24,3380
4210,2024/25,ARE,00+,Mitte (West),2025-W24,3818
2254,2024/25,ARE,00+,Norden (West),2025-W24,4387
2346,2024/25,ARE,00+,Osten,2025-W24,3051
10245,2024/25,ARE,15+,Bundesweit,2025-W24,3351
12219,2024/25,ARE,00+,Bundesweit,2025-W24,3653
1974,2024/25,ARE,0-14,Bundesweit,2025-W24,5530
415,2024/25,ILI,0-4,Bundesweit,2025-W24,2378
1559,2024/25,ILI,5-14,Bundesweit,2025-W24,716
1532,2024/25,ILI,15-34,Bundesweit,2025-W24,647
4993,2024/25,ILI,35-59,Bundesweit,2025-W24,493
3720,2024/25,ILI,60+,Bundesweit,2025-W24,299
3409,2024/25,ILI,00+,Sueden,2025-W24,699
4210,2024/25,ILI,00+,Mitte (West),2025-W24,474
2254,2024/25,ILI,00+,Norden (West),2025-W24,692
2346,2024/25,ILI,00+,Osten,2025-W24,453
10245,2024/25,ILI,15+,Bundesweit,2025-W24,465
12219,2024/25,ILI,00+,Bundesweit,2025-W24,573
1974,2024/25,ILI,0-14,Bundesweit,2025-W24,1241
407,2024/25,ARE,0-4,Bundesweit,2025-W25,6006
1498,2024/25,ARE,5-14,Bundesweit,2025-W25,3808
1479,2024/25,ARE,15-34,Bundesweit,2025-W25,3816
4933,2024/25,ARE,35-59,Bundesweit,2025-W25,2782
3661,2024/25,ARE,60+,Bundesweit,2025-W25,1372
3343,2024/25,ARE,00+,Sueden,2025-W25,2726
4152,2024/25,ARE,00+,Mitte (West),2025-W25,2643
2207,2024/25,ARE,00+,Norden (West),2025-W25,2878
2276,2024/25,ARE,00+,Osten,2025-W25,3283
10073,2024/25,ARE,15+,Bundesweit,2025-W25,2561
11978,2024/25,ARE,00+,Bundesweit,2025-W25,2831
1905,2024/25,ARE,0-14,Bundesweit,2025-W25,4506
407,2024/25,ILI,0-4,Bundesweit,2025-W25,2082
1498,2024/25,ILI,5-14,Bundesweit,2025-W25,557
1479,2024/25,ILI,15-34,Bundesweit,2025-W25,638
4933,2024/25,ILI,35-59,Bundesweit,2025-W25,526
3661,2024/25,ILI,60+,Bundesweit,2025-W25,294
3343,2024/25,ILI,00+,Sueden,2025-W25,523
4152,2024/25,ILI,00+,Mitte (West),2025-W25,537
2207,2024/25,ILI,00+,Norden (West),2025-W25,489
2276,2024/25,ILI,00+,Osten,2025-W25,690
10073,2024/25,ILI,15+,Bundesweit,2025-W25,474
11978,2024/25,ILI,00+,Bundesweit,2025-W25,553
1905,2024/25,ILI,0-14,Bundesweit,2025-W25,1041
424,2024/25,ARE,0-4,Bundesweit,2025-W26,9247
1549,2024/25,ARE,5-14,Bundesweit,2025-W26,4037
1534,2024/25,ARE,15-34,Bundesweit,2025-W26,3225
5046,2024/25,ARE,35-59,Bundesweit,2025-W26,2712
3740,2024/25,ARE,60+,Bundesweit,2025-W26,1647
3423,2024/25,ARE,00+,Sueden,2025-W26,2411
4253,2024/25,ARE,00+,Mitte (West),2025-W26,2976
2267,2024/25,ARE,00+,Norden (West),2025-W26,3285
2350,2024/25,ARE,00+,Osten,2025-W26,3219
10320,2024/25,ARE,15+,Bundesweit,2025-W26,2475
12293,2024/25,ARE,00+,Bundesweit,2025-W26,2922
1973,2024/25,ARE,0-14,Bundesweit,2025-W26,5691
424,2024/25,ILI,0-4,Bundesweit,2025-W26,3461
1549,2024/25,ILI,5-14,Bundesweit,2025-W26,1134
1534,2024/25,ILI,15-34,Bundesweit,2025-W26,501
5046,2024/25,ILI,35-59,Bundesweit,2025-W26,450
3740,2024/25,ILI,60+,Bundesweit,2025-W26,260
3423,2024/25,ILI,00+,Sueden,2025-W26,383
4253,2024/25,ILI,00+,Mitte (West),2025-W26,787
2267,2024/25,ILI,00+,Norden (West),2025-W26,451
2350,2024/25,ILI,00+,Osten,2025-W26,734
10320,2024/25,ILI,15+,Bundesweit,2025-W26,397
12293,2024/25,ILI,00+,Bundesweit,2025-W26,602
1973,2024/25,ILI,0-14,Bundesweit,2025-W26,1873
427,2024/25,ARE,0-4,Bundesweit,2025-W27,8786
1556,2024/25,ARE,5-14,Bundesweit,2025-W27,3201
1529,2024/25,ARE,15-34,Bundesweit,2025-W27,3460
5053,2024/25,ARE,35-59,Bundesweit,2025-W27,3054
3735,2024/25,ARE,60+,Bundesweit,2025-W27,1835
3459,2024/25,ARE,00+,Sueden,2025-W27,2451
4246,2024/25,ARE,00+,Mitte (West),2025-W27,3451
2264,2024/25,ARE,00+,Norden (West),2025-W27,3356
2331,2024/25,ARE,00+,Osten,2025-W27,2901
10317,2024/25,ARE,15+,Bundesweit,2025-W27,2735
12300,2024/25,ARE,00+,Bundesweit,2025-W27,3048
1983,2024/25,ARE,0-14,Bundesweit,2025-W27,4985
427,2024/25,ILI,0-4,Bundesweit,2025-W27,3181
1556,2024/25,ILI,5-14,Bundesweit,2025-W27,639
1529,2024/25,ILI,15-34,Bundesweit,2025-W27,548
5053,2024/25,ILI,35-59,Bundesweit,2025-W27,413
3735,2024/25,ILI,60+,Bundesweit,2025-W27,187
3459,2024/25,ILI,00+,Sueden,2025-W27,464
4246,2024/25,ILI,00+,Mitte (West),2025-W27,705
2264,2024/25,ILI,00+,Norden (West),2025-W27,465
2331,2024/25,ILI,00+,Osten,2025-W27,321
10317,2024/25,ILI,15+,Bundesweit,2025-W27,370
12300,2024/25,ILI,00+,Bundesweit,2025-W27,520
1983,2024/25,ILI,0-14,Bundesweit,2025-W27,1451
428,2024/25,ARE,0-4,Bundesweit,2025-W28,11181
1544,2024/25,ARE,5-14,Bundesweit,2025-W28,6140
1519,2024/25,ARE,15-34,Bundesweit,2025-W28,4115
4981,2024/25,ARE,35-59,Bundesweit,2025-W28,3053
3694,2024/25,ARE,60+,Bundesweit,2025-W28,1636
3415,2024/25,ARE,00+,Sueden,2025-W28,3614
4212,2024/25,ARE,00+,Mitte (West),2025-W28,3117
2236,2024/25,ARE,00+,Norden (West),2025-W28,4876
2303,2024/25,ARE,00+,Osten,2025-W28,2818
10194,2024/25,ARE,15+,Bundesweit,2025-W28,2837
12166,2024/25,ARE,00+,Bundesweit,2025-W28,3523
1972,2024/25,ARE,0-14,Bundesweit,2025-W28,7755
428,2024/25,ILI,0-4,Bundesweit,2025-W28,4663
